<big class="word">awnings</big>	<small class="ipa">ˈɔːnɪŋ</small>	Condo <b>awnings</b> a reasonable response to killer litter: Board The owners of two units at D'Leedon, a condominium complex in the prime Tanglin district, had sought permission last year to install <b>awnings</b> at their ground-floor units, in response to a killer litter problem.ST PHOTO: DESMOND FOO Published 1 hour ago Strata Titles Board takes issue with D'Leedon MC for initial refusal of unit owners' request The Strata Titles Board has taken issue with the management corporation (MC) of D'Leedon after the MC initially refused to allow the owners	A sheet of canvas or other material stretched on a frame and used to keep the sun or rain off a shop window, doorway, or ship's deck.
<big class="word">anathema</big>	<small class="ipa">əˈnaθəmə</small>	5 Inside the Uighur camps Western media reports vilify Uighur re-education centres as concentration camps, but it is hard to fault China for wanting to rehabilitate the Uighurs if their ideology is <b>anathema</b> to the Chinese state and hostile to other communities, says associate editor Ravi Velloor after a visit to these centres. 	Something or someone that one vehemently dislikes.
<big class="word">jockey</big>	<small class="ipa">ˈdʒɒki</small>	Court orders US$620,900 to be returned to ex-<b>jockey</b> Former <b>jockey</b> Saimee Jumaat had invested in a forex trading service in 2012, on the advice of two financial advisers. 	A person who rides in horse races, especially as a profession.
<big class="word">seamstress</big>	<small class="ipa">ˈsiːmstrəs</small>	Many protesters, like <b>seamstress</b> Celia Cheung, 66, said they attended the march yesterday because they felt it was important to lend support to a movement that seems to be losing momentum: "We need to keep pressing on until the government responds." 	A woman who sews, especially one who earns her living by sewing.
<big class="word">described</big>	<small class="ipa">dɪˈskrʌɪb</small>	In others, the newspaper said the envoy had <b>described</b> the administration as "uniquely dysfunctional" and that media reports about White House "knife fights" are "mostly true". 	Give a detailed account in words of.
<big class="word">dysfunctional</big>	<small class="ipa">dɪsˈfʌŋkʃənl</small>	In others, the newspaper said the envoy had described the administration as "uniquely <b>dysfunctional</b>" and that media reports about White House "knife fights" are "mostly true". 	Not operating normally or properly.
<big class="word">unvarnished</big>	<small class="ipa">ʌnˈvɑːnɪʃt</small>	The Mail on Sunday cited a spokesman as saying that the public would expect diplomats "to provide ministers with an honest, <b>unvarnished</b> assessment of the politics in their countries". 	Not covered with varnish.
<big class="word">brouhaha</big>	<small class="ipa">ˈbruːhɑːhɑː</small>	REUTERS Brazil's President repeatedly defends child labour Published 1 hour ago RIO DE JANEIRO • Brazilian President Jair Bolsonaro, no stranger to controversy, sparked a new <b>brouhaha</b> last week by repeatedly defending the practice of child labour. 	A noisy and overexcited reaction or response to something.
<big class="word">demagoguery</big>	<small class="ipa">dɛməˈɡɒɡ(ə)ri</small>	This is not <b>demagoguery</b>, it is the truth." 	Political activity or practices that seek support by appealing to the desires and prejudices of ordinary people rather than by using rational argument.
<big class="word">crux</big>	<small class="ipa">krʌks</small>	The <b>crux</b> of Japan's position is that South Korea has, since 2004, benefited from favourable trade measures as a "trusted" country, and the "restrictions" are in effect a return to the norm. 	The decisive or most important point at issue.
<big class="word">consorting</big>	<small class="ipa">ˈkɒnsɔːt</small>	Tan Hong Sheng, 22, Loo Boon Chong, 25, and Chan Jia Xing, 26, had their charges reclassified to <b>consorting</b> with a person carrying an offensive weapon in a public place. 	A wife, husband, or companion, in particular the spouse of a reigning monarch.
<big class="word">But</big>	<small class="ipa">bʌt</small>	<b>But</b> none of the women showed any sign of being cowed by the President. 	Used to introduce a phrase or clause contrasting with what has already been mentioned.
<big class="word">cowed</big>	<small class="ipa">kaʊ</small>	But none of the women showed any sign of being <b>cowed</b> by the President. 	A fully grown female animal of a domesticated breed of ox, kept to produce milk or beef.
<big class="word">surreptitiously</big>	<small class="ipa">ˌsʌrəpˈtɪʃəsli</small>	Rei Kurohi Prudential sues ex-agency leader for up to $2.5b over mass exodus of agents Prudential accuses former agency leader Peter Tan Shou Yi of "<b>surreptitiously</b>" orchestrating the mass defection of agents in 2016. 	In a way that attempts to avoid notice or attention; secretively.
<big class="word">phalanx</big>	<small class="ipa">ˈfalaŋks</small>	Sometimes a <b>phalanx</b> of bodyguards jogs beside them. 	A body of troops or police officers standing or moving in close formation.
<big class="word">cachet</big>	<small class="ipa">ˈkaʃeɪ</small>	Singapore Airlines has always had the global <b>cachet</b> to merit a second hub, and the partnership with India's Vistara may well give it that opportunity, says associate editor Ravi Velloor. 	The state of being respected or admired; prestige.
<big class="word">fluke</big>	<small class="ipa">fluːk</small>	girl dies after dad's golf ball strikes her head Aria Hill was sitting in a golf cart at the course where her father was teeing off when the accident happened.PHOTO: GOFUNDME/ ARIA HILL MEMORIAL FUND Published 1 hour ago SALT LAKE CITY (Utah) • A six-year-old girl in Utah died on Monday after she was struck in the head by a golf ball hit by her father, in what her uncle described as a "<b>fluke</b> accident". 	An unlikely chance occurrence, especially a surprising piece of luck.
<big class="word">subjugation</big>	<small class="ipa">sʌbdʒʊˈɡeɪʃ(ə)n</small>	The <b>subjugation</b> of one race by another, the domination of women throughout thousands of years of patriarchy, and the devaluing of people based on social class are for growing numbers of us nightmares of the past. 	The action of bringing someone or something under domination or control.
<big class="word">EVOCATION</big>	<small class="ipa">ɛvəˈkeɪʃ(ə)n</small>	That is the arising of the new earth. —Eckhart Tolle October 2015 CHAPTER ONE The Flowering of Human Consciousness <b>EVOCATION</b> Earth, 114 million years ago, one morning just after sunrise: The first flower ever to appear on the planet opens up to receive the rays of the sun. 	The act of bringing or recalling a feeling, memory, or image to the conscious mind.
<big class="word">ethereal</big>	<small class="ipa">ɪˈθɪərɪəl</small>	Flowers, more fleeting, more <b>ethereal</b>, and more delicate than the plants out of which they emerged, would become like messengers from another realm, like a bridge between the world of physical forms and the formless. 	Extremely delicate and light in a way that seems not to be of this world.
<big class="word">immemorial</big>	<small class="ipa">ɪmɪˈmɔːrɪəl</small>	Since time <b>immemorial</b>, flowers, crystals, precious stones, and birds have held special significance for the human spirit. 	Originating in the distant past; very old.
<big class="word">recognition</big>	<small class="ipa">rɛkəɡˈnɪʃ(ə)n</small>	An essential part of the awakening is the <b>recognition</b> of the unawakened you, the ego as it thinks, speaks, and acts, as well as the <b>recognition</b> of the collectively conditioned mental processes that perpetuate the unawakened state. 	Identification of someone or something or person from previous encounters or knowledge.
<big class="word">perpetuate</big>	<small class="ipa">pəˈpɛtʃʊeɪt</small>	An essential part of the awakening is the recognition of the unawakened you, the ego as it thinks, speaks, and acts, as well as the recognition of the collectively conditioned mental processes that <b>perpetuate</b> the unawakened state. 	Make (something) continue indefinitely.
<big class="word">sages</big>	<small class="ipa">seɪdʒ</small>	Ramana Maharshi, one of the greatest Indian <b>sages</b>, bluntly states: “The mind is maya.” 	An aromatic plant whose greyish-green leaves are used as a culinary herb, native to southern Europe and the Mediterranean.
<big class="word">maimed</big>	<small class="ipa">meɪm</small>	When the war was over in 1918, the survivors looked in horror and incomprehension upon the devastation left behind: ten million human beings killed and many more <b>maimed</b> or disfigured. 	Wound or injure (a person or animal) so that part of the body is permanently damaged.
<big class="word">contemporaries</big>	<small class="ipa">kənˈtɛmp(ə)r(ər)i</small>	Those rare individuals then spoke to their <b>contemporaries</b>. 	Living or occurring at the same time.
<big class="word">iconoclastic</big>	<small class="ipa">ˌʌɪkɒnəˈklastɪk</small>	Most of these schools were <b>iconoclastic</b>. 	Criticizing or attacking cherished beliefs or institutions.
